,Age,Height,Weight,Overall,Potential,Growth,TotalStats,BaseStats,ValueEUR,WageEUR,ReleaseClause,IntReputation,ShootingTotal,PassingTotal,DribblingTotal,PhysicalityTotal,Crossing,ShortPassing,Curve,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,ShotPower,LongShots,Vision,Composure,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,PreferredFoot_Left,PreferredFoot_Right,AttackingWorkRate_High,AttackingWorkRate_Low,AttackingWorkRate_Medium,DefensiveWorkRate_High,DefensiveWorkRate_Low,DefensiveWorkRate_Medium
14280,22,195,85,62,71,9,1353,304,825000,2000,1600000,1,28,42,41,77,36,49,31,45,43,55,55,34,52,41,26,43,52,7,5,10,12,6,45,41,41,41,41,41,44,47,49,47,57,58,57,58,64,58,1,0,0,0,1,0,0,1
14281,24,186,82,62,69,7,1538,329,800000,3000,1400000,1,61,49,54,74,36,57,44,49,58,65,63,45,60,61,55,54,45,12,11,7,13,10,64,56,59,59,59,56,59,58,55,58,46,47,46,45,45,45,0,1,0,0,1,0,1,0
14282,28,188,85,62,63,1,1443,313,375000,1000,497000,1,47,45,49,73,24,58,29,51,48,33,44,42,55,49,40,47,47,12,10,8,9,10,55,46,49,49,49,46,51,49,54,49,53,59,53,54,63,54,0,1,0,0,1,0,0,1
14283,24,182,72,62,69,7,1627,354,800000,1000,1200000,1,47,57,61,70,48,64,44,62,63,67,66,68,61,52,50,60,60,7,11,12,13,8,57,58,58,58,58,58,62,62,64,62,62,63,62,61,58,61,0,1,0,0,1,0,0,1
14284,27,184,82,62,62,0,1636,367,425000,1000,531000,1,57,51,65,71,53,53,46,41,62,92,91,80,54,61,53,55,45,6,8,6,8,11,62,62,62,62,62,62,62,62,55,62,53,47,53,51,46,51,0,1,1,0,0,0,0,1
14285,32,168,74,62,62,0,1747,361,325000,2000,569000,1,53,59,64,62,52,63,44,62,62,67,67,84,62,56,55,61,56,13,15,14,15,16,59,60,60,60,60,60,62,62,62,62,62,62,62,62,60,62,0,1,0,0,1,1,0,0
14286,23,178,73,62,70,8,1585,335,875000,10000,0,1,63,58,66,50,58,59,62,49,64,71,64,70,59,65,62,61,60,9,8,7,7,8,64,63,63,63,63,63,64,63,58,63,50,46,50,48,42,48,0,1,0,0,1,0,0,1
14287,20,180,74,62,75,13,1447,321,975000,4000,0,1,58,49,69,54,47,55,37,38,66,76,73,81,58,67,49,57,53,9,6,6,15,12,64,62,62,62,62,62,63,62,54,62,43,39,43,41,34,41,0,1,1,0,0,0,0,1
14288,19,186,79,62,74,12,1388,297,875000,900,2000000,1,29,45,40,55,29,57,32,53,42,61,62,39,48,41,37,40,43,7,14,9,14,10,42,40,40,40,40,40,44,45,50,45,57,60,57,60,64,60,0,1,0,0,1,0,0,1
14289,21,189,73,62,72,10,999,339,775000,500,1800000,1,59,58,63,61,11,25,22,15,13,30,38,42,58,44,10,45,33,64,59,58,61,63,25,21,23,23,23,21,26,23,25,23,22,24,22,22,24,22,0,1,0,0,1,0,0,1
14290,21,180,66,62,76,14,1728,356,975000,1000,2000000,1,56,67,64,55,64,67,64,70,66,59,55,66,54,62,65,68,66,10,15,12,10,13,59,60,59,59,59,60,64,62,64,62,60,61,60,59,60,59,1,0,0,0,1,0,0,1
14291,25,188,76,62,65,3,1377,307,475000,1000,629000,1,23,43,41,76,27,61,27,49,49,65,63,56,54,31,17,30,65,11,15,14,10,10,43,40,39,39,39,40,43,46,49,46,57,60,57,59,64,59,0,1,0,0,1,1,0,0
14292,20,186,75,62,73,11,1621,354,825000,2000,0,1,41,59,60,68,55,66,55,64,64,64,65,57,58,60,35,53,62,8,9,7,12,10,57,56,56,56,56,56,59,61,61,61,64,65,64,64,64,64,1,0,0,0,1,0,0,1
14293,25,183,79,62,67,5,1387,306,525000,700,696000,1,28,41,45,68,28,53,27,48,49,60,65,45,56,37,26,33,54,14,11,8,10,10,45,42,42,42,42,42,45,46,49,46,56,59,56,59,64,59,0,1,0,0,1,1,0,0
14294,18,180,70,62,72,10,1506,329,800000,500,1800000,1,33,47,61,61,56,53,47,32,60,68,69,64,52,43,30,38,43,6,7,10,13,6,50,53,50,50,50,53,52,56,51,56,61,57,61,62,61,62,1,0,0,0,1,0,0,1
14295,23,183,83,62,68,6,1637,355,575000,1000,949000,1,49,54,60,70,53,64,39,59,65,63,62,58,62,61,45,43,47,12,8,6,14,13,58,57,56,56,56,57,58,59,59,59,62,63,62,62,65,62,0,1,0,0,1,1,0,0
14296,23,170,70,62,71,9,1530,322,850000,3000,1600000,1,36,53,57,49,63,57,40,54,56,68,66,65,64,45,34,43,45,14,13,8,6,7,51,54,52,52,52,54,54,57,55,57,62,59,62,62,60,62,0,1,1,0,0,0,0,1
14297,22,186,78,62,71,9,1664,367,825000,4000,1700000,1,51,59,59,68,58,65,42,58,63,67,70,63,62,68,60,60,57,13,10,10,10,10,59,59,58,58,58,59,62,62,63,62,64,65,64,64,64,64,1,0,0,0,1,0,0,1
14298,24,178,75,62,65,3,1609,344,550000,750,894000,1,60,54,64,67,57,56,53,43,61,74,75,73,61,63,53,58,54,7,6,11,11,14,64,62,62,62,62,62,62,64,56,64,49,45,49,46,41,46,0,1,0,0,1,0,0,1
14299,20,186,80,62,68,6,1464,328,575000,950,1300000,1,32,42,59,67,53,44,37,32,63,71,67,51,53,26,35,38,44,9,7,9,5,8,49,52,49,49,49,52,51,55,51,55,61,57,61,62,62,62,0,1,0,0,1,0,0,1
14300,20,172,68,62,75,13,1514,328,950000,3000,2700000,1,58,59,64,50,64,63,53,51,66,67,67,57,49,65,51,58,54,6,14,8,12,8,60,61,60,60,60,61,62,63,57,63,51,47,51,47,41,47,0,1,0,0,1,0,0,1
14301,22,182,80,62,69,7,933,338,700000,500,1600000,1,60,61,63,62,15,21,11,20,12,30,32,23,55,46,10,33,22,61,60,61,62,63,23,19,21,21,21,19,22,22,23,22,21,22,21,21,22,21,0,1,0,0,1,0,0,1
14302,30,185,84,62,62,0,1239,369,275000,2000,481000,1,60,64,62,61,13,47,13,56,19,58,61,58,59,48,18,47,49,62,60,64,61,62,33,31,32,32,32,31,37,36,38,36,32,37,32,31,32,31,0,1,0,0,1,0,0,1
14303,23,198,92,62,71,9,1484,317,900000,2000,1500000,1,62,51,54,78,51,55,35,53,59,40,39,35,55,62,59,52,70,9,10,14,12,9,64,55,57,57,57,55,58,57,56,57,45,48,45,44,48,44,0,1,1,0,0,0,0,1
14304,21,180,72,62,75,13,1644,353,975000,950,2000000,1,60,57,67,53,45,63,63,51,65,75,79,77,61,70,58,59,60,14,13,7,15,8,63,63,63,63,63,63,65,63,59,63,53,52,53,51,47,51,0,1,0,0,1,0,1,0
14305,26,173,76,62,64,2,1497,336,450000,5000,776000,1,29,46,55,73,55,51,26,41,52,77,78,61,57,27,25,41,46,9,11,8,11,7,50,52,49,49,49,52,51,57,52,57,62,57,62,62,60,62,0,1,0,0,1,0,0,1
14306,32,180,75,62,62,0,1773,376,325000,3000,504000,1,54,64,63,70,62,65,68,63,62,71,73,77,62,53,57,65,54,10,10,11,14,10,62,62,62,62,62,62,62,62,62,62,62,62,62,61,60,61,1,0,0,0,1,0,0,1
14307,20,191,65,62,72,10,1487,329,825000,1000,1600000,1,26,53,57,64,57,58,51,52,56,72,70,63,55,27,23,48,51,12,12,9,11,8,48,53,50,50,50,53,54,58,55,58,62,60,62,62,60,62,1,0,0,0,1,0,0,1
14308,22,177,72,62,70,8,1625,341,900000,2000,0,1,54,59,63,54,62,60,60,55,59,75,72,77,55,64,53,58,56,13,12,8,9,10,58,60,59,59,59,60,61,63,59,63,56,51,56,54,46,54,1,0,1,0,0,0,0,1
14309,20,188,80,62,76,14,1652,364,925000,3000,0,1,48,58,59,66,61,65,58,59,58,73,79,62,51,54,49,49,58,10,11,11,10,10,57,58,57,57,57,58,59,61,59,61,62,62,62,62,62,62,0,1,0,0,1,0,0,1
14310,21,188,67,62,71,9,1544,333,850000,950,1700000,1,39,56,61,66,40,70,45,64,62,46,58,63,52,44,35,50,65,14,8,8,12,7,52,52,51,51,51,52,57,56,60,56,59,63,59,59,62,59,0,1,0,0,1,0,0,1
14311,29,185,80,62,62,0,1610,356,400000,2000,700000,1,59,54,64,71,52,58,49,51,60,80,83,78,59,64,60,59,60,9,12,8,6,9,62,62,62,62,62,62,62,62,57,62,49,46,49,47,43,47,1,0,0,0,1,0,0,1
14312,23,180,75,62,69,7,1734,383,750000,800,1100000,1,55,57,66,71,59,60,55,53,63,85,80,75,54,62,53,55,53,5,13,6,9,9,62,63,61,61,61,63,63,65,61,65,63,59,63,62,58,62,1,0,1,0,0,0,1,0
14313,23,169,60,62,73,11,1714,366,825000,500,1300000,1,52,62,65,64,60,64,60,63,64,70,68,80,61,54,51,61,61,9,13,6,14,11,58,61,60,60,60,61,63,65,64,65,64,63,64,62,57,62,0,1,1,0,0,0,0,1
14314,21,184,80,62,69,7,986,333,700000,500,1600000,1,61,61,60,60,14,20,15,25,12,25,33,38,63,46,9,55,23,62,61,61,60,60,24,21,23,23,23,21,27,24,27,24,21,24,21,21,23,21,1,0,0,0,1,0,0,1
14315,32,184,81,62,62,0,1445,320,250000,2000,388000,1,44,41,51,74,23,55,32,55,52,48,52,43,56,62,46,31,58,10,9,13,12,14,50,44,46,46,46,44,48,48,52,48,55,60,55,56,62,56,0,1,0,0,1,0,0,1
14316,25,190,80,62,63,1,1111,355,350000,750,464000,1,58,63,67,55,14,29,18,32,31,43,48,43,52,47,20,24,43,66,58,63,55,67,30,26,27,27,27,26,29,29,29,29,28,29,28,28,28,28,0,1,0,0,1,0,0,1
14317,22,185,80,62,70,8,1483,325,900000,3000,1300000,1,60,45,61,64,41,54,40,34,63,71,73,61,60,62,54,48,51,13,6,9,12,6,64,59,60,60,60,59,60,60,53,60,46,43,46,44,41,44,0,1,0,0,1,0,0,1
14318,24,182,77,62,66,4,1513,332,525000,1000,748000,1,34,52,51,66,40,61,28,56,58,66,70,62,59,41,35,55,60,11,5,9,12,6,50,50,49,49,49,50,54,54,57,54,60,62,60,61,64,61,0,1,0,0,1,0,0,1
14319,30,178,81,62,62,0,1634,339,375000,3000,656000,1,53,55,56,74,36,63,48,61,60,37,41,40,64,55,54,60,56,12,16,15,10,14,59,54,57,57,57,54,59,57,62,57,60,62,60,60,62,60,0,1,0,0,1,1,0,0
14320,22,191,80,62,67,5,977,343,500000,1000,713000,1,61,58,65,61,11,30,14,28,13,42,33,32,53,44,7,46,46,61,61,58,61,65,24,21,22,22,22,21,26,25,27,25,23,26,23,23,25,23,0,1,0,0,1,0,0,1
14321,20,192,81,62,71,9,1391,296,825000,2000,1600000,1,31,39,35,67,33,43,39,43,47,62,59,43,52,46,34,39,44,6,11,13,13,6,43,38,39,39,39,38,41,43,46,43,56,58,56,60,64,60,0,1,0,0,1,0,0,1
14322,21,180,84,62,75,13,1661,358,975000,500,2700000,1,61,58,68,59,65,55,68,49,64,73,73,67,54,64,62,60,54,14,10,5,13,8,64,64,63,63,63,64,64,65,59,65,56,51,56,53,47,53,1,0,0,0,1,0,1,0
14323,22,185,80,62,70,8,1401,298,825000,750,1200000,1,25,41,44,66,34,52,27,48,45,66,53,52,60,33,24,33,59,14,12,9,9,13,43,41,40,40,40,41,43,46,48,46,57,59,57,59,64,59,0,1,0,0,1,0,0,1
14324,22,180,70,62,71,9,1668,354,850000,1000,1700000,1,46,58,58,69,54,66,42,64,61,64,68,57,60,64,42,52,53,8,8,12,9,7,58,56,56,56,56,56,59,61,61,61,62,63,62,62,62,62,1,0,0,0,1,1,0,0
14325,22,170,58,62,71,9,1437,312,900000,500,2100000,1,56,53,68,33,55,58,42,42,67,75,75,74,46,62,55,60,44,11,15,6,9,6,59,62,61,61,61,62,63,62,55,62,47,42,47,45,36,45,1,0,0,0,1,0,0,1
14326,32,188,85,62,62,0,1165,361,200000,3000,350000,1,63,61,62,61,23,26,11,34,33,54,50,56,57,46,11,48,47,62,63,61,61,62,32,30,30,30,30,30,33,33,32,33,30,31,30,29,29,29,1,0,0,0,1,0,0,1
14327,31,182,78,62,62,0,1542,334,325000,1000,439000,1,60,50,65,62,43,58,43,45,63,70,67,67,60,65,52,52,51,7,16,9,12,7,62,60,61,61,61,60,61,61,55,61,47,46,47,45,45,45,0,1,0,0,1,0,0,1
14328,27,190,80,62,63,1,1569,339,475000,1000,677000,1,60,50,63,69,45,57,45,41,62,70,71,72,56,69,50,52,62,15,14,7,11,6,63,60,61,61,61,60,61,61,54,61,47,45,47,45,44,45,0,1,0,0,1,0,1,0
14329,24,198,90,62,68,6,1084,352,500000,650,725000,1,61,58,64,60,14,27,19,20,24,43,46,35,53,44,12,30,29,64,61,58,60,64,30,26,27,27,27,26,28,28,28,28,27,28,27,27,28,27,0,1,0,0,1,0,0,1
14330,23,183,78,62,71,9,1471,318,825000,4000,1600000,1,31,49,54,59,35,62,30,50,56,62,63,65,58,56,28,48,45,12,7,6,9,6,48,47,47,47,47,47,51,50,53,50,56,60,56,58,64,58,1,0,0,0,1,0,0,1
14331,20,183,77,62,79,17,1629,350,1100000,2000,2600000,1,61,59,64,60,55,62,58,57,64,66,69,64,58,62,60,60,55,8,13,8,10,8,64,62,62,62,62,62,64,64,60,64,54,52,54,52,49,52,0,1,0,0,1,0,0,1
14332,24,173,73,62,66,4,1514,327,525000,1000,722000,1,31,55,58,62,58,61,52,56,61,68,54,53,59,25,30,49,52,10,12,9,12,10,50,53,51,51,51,53,55,57,57,57,62,62,62,62,63,62,0,1,0,1,0,0,0,1
14333,22,180,70,62,72,10,1546,339,900000,2000,1600000,1,62,50,66,54,57,56,42,37,63,84,86,81,58,60,62,50,63,5,13,13,7,7,64,64,62,62,62,64,63,64,53,64,48,42,48,46,39,46,0,1,1,0,0,0,0,1
14334,20,186,75,62,73,11,1615,355,825000,3000,1400000,1,53,52,67,69,36,59,44,57,69,63,51,71,58,58,59,56,57,7,10,9,9,15,57,57,58,58,58,57,61,59,62,59,60,63,60,60,62,60,0,1,0,0,1,1,0,0
14335,30,190,85,62,62,0,1369,296,325000,900,439000,1,32,36,34,70,32,45,22,36,39,55,67,59,50,44,28,29,43,14,16,6,7,15,44,37,37,37,37,37,38,40,42,40,54,55,54,57,62,57,0,1,0,0,1,1,0,0
14336,24,193,80,62,68,6,1041,344,500000,1000,975000,1,62,61,62,61,20,27,19,26,20,32,37,40,56,46,14,43,45,63,62,61,61,62,27,24,25,25,25,24,28,27,28,27,26,26,26,26,26,26,0,1,0,0,1,0,0,1
14337,35,187,72,62,62,0,906,332,45000,850,59000,1,61,55,60,66,12,18,13,16,12,25,34,27,57,41,9,50,33,60,61,55,66,60,22,19,21,21,21,19,24,22,24,22,22,23,22,22,23,22,0,1,0,0,1,0,0,1
14338,22,188,75,62,73,11,1449,313,900000,9000,0,1,60,46,58,66,37,52,44,37,57,53,69,58,63,60,56,57,50,10,10,10,8,11,64,57,59,59,59,57,59,57,53,57,42,41,42,40,39,40,0,1,1,0,0,0,0,1
14339,20,167,65,62,77,15,1504,325,950000,750,1800000,1,45,57,69,49,48,63,50,47,67,80,74,89,47,50,41,68,42,8,13,13,14,12,55,62,60,60,60,62,64,64,59,64,52,47,52,49,38,49,0,1,1,0,0,0,0,1
14340,21,180,70,62,74,12,1603,346,950000,6000,0,1,45,51,63,60,62,54,53,32,57,71,68,70,58,64,50,50,56,6,5,15,5,14,55,58,56,56,56,58,57,60,55,60,63,57,63,62,60,62,1,0,1,0,0,0,0,1
14341,27,185,80,62,65,3,1510,334,450000,1000,596000,1,34,47,58,73,38,58,36,49,60,65,60,60,58,39,31,39,62,9,7,12,14,5,51,50,49,49,49,50,52,54,54,54,60,61,60,61,64,61,0,1,0,0,1,1,0,0
14342,24,177,71,62,66,4,1731,371,575000,4000,1200000,1,55,62,69,59,59,66,47,62,68,75,72,75,52,59,48,62,63,8,16,14,8,15,63,64,63,63,63,64,66,66,64,66,61,61,61,61,59,61,1,0,0,0,1,0,1,0
14343,20,180,75,62,76,14,1596,350,975000,13000,0,1,59,53,61,64,49,61,42,40,57,73,71,72,62,64,54,60,57,6,13,11,7,11,64,61,62,62,62,61,62,62,58,62,54,52,54,53,51,53,0,1,1,0,0,1,0,0
14344,22,185,78,62,72,10,1549,339,900000,10000,1900000,1,54,62,65,55,53,69,50,68,67,69,67,69,43,58,56,63,67,5,8,11,8,15,58,60,59,59,59,60,64,63,61,63,52,52,52,49,45,49,0,1,1,0,0,0,0,1
14345,18,175,63,62,80,18,1577,336,1000000,2000,2500000,1,62,59,65,49,54,64,61,58,63,70,62,74,45,67,55,59,58,6,12,5,10,7,61,62,61,61,61,62,64,63,58,63,50,49,50,47,43,47,0,1,1,0,0,0,0,1
14346,21,169,68,62,75,13,1655,357,950000,2000,1800000,1,40,53,63,62,55,58,47,51,61,85,84,87,55,47,35,52,49,14,9,12,13,6,56,59,56,56,56,59,59,61,57,61,62,59,62,62,60,62,1,0,1,0,0,0,0,1
14347,20,182,73,62,78,16,1505,333,1000000,1000,2200000,1,58,54,65,56,41,60,42,65,64,69,64,61,58,46,60,55,57,14,13,13,10,11,60,61,61,61,61,61,64,63,60,63,50,51,50,48,44,48,0,1,1,0,0,0,1,0
14348,21,165,63,62,71,9,1527,330,900000,500,2200000,1,50,62,66,42,65,69,51,57,63,70,68,66,54,55,45,58,59,5,7,13,12,5,57,62,60,60,60,62,64,65,60,65,57,52,57,54,44,54,1,0,1,0,0,0,0,1
14349,33,193,88,62,62,0,1094,350,130000,2000,247000,1,60,58,63,61,12,27,16,25,21,43,49,38,61,44,17,48,53,62,60,58,61,63,30,26,28,28,28,26,31,29,30,29,26,28,26,27,27,27,0,1,0,0,1,0,0,1
14350,22,180,70,62,70,8,1587,335,900000,1000,1600000,1,62,59,64,45,54,65,53,60,67,64,63,70,57,61,62,58,59,14,6,9,14,9,61,62,62,62,62,62,64,63,60,63,54,53,54,52,48,52,1,0,0,0,1,0,0,1
14351,20,188,75,62,70,8,1583,350,825000,2000,1400000,1,44,55,62,58,59,62,42,53,63,74,75,67,60,55,40,51,49,9,15,9,9,10,56,59,57,57,57,59,60,62,59,62,63,60,63,62,58,62,0,1,1,0,0,0,0,1
14352,21,181,78,62,71,9,1607,358,900000,3000,1500000,1,60,53,66,59,58,60,46,47,63,89,89,76,55,66,53,46,58,11,14,10,7,10,64,64,62,62,62,64,62,64,55,64,52,47,52,50,45,50,0,1,1,0,0,0,0,1
14353,21,182,75,62,72,10,1740,375,900000,1000,1400000,1,57,61,66,65,58,65,57,64,65,79,73,82,62,61,61,58,56,10,9,10,7,9,62,64,62,62,62,64,65,66,64,66,62,61,62,60,57,60,1,0,0,0,1,0,0,1
14354,24,176,73,62,68,6,1726,367,600000,5000,0,1,46,60,63,68,64,58,61,65,58,75,76,77,57,57,43,60,54,8,14,9,11,13,57,59,57,57,57,59,61,63,61,63,63,61,63,62,60,62,0,1,1,0,0,0,0,1
14355,22,178,77,62,69,7,1728,371,800000,2000,1600000,1,58,60,64,63,51,64,54,62,63,74,68,75,58,62,60,62,55,14,11,7,10,15,61,62,61,61,61,62,64,64,64,64,62,62,62,61,58,61,0,1,1,0,0,1,0,0
14356,22,197,83,62,70,8,892,323,775000,6000,1600000,1,59,53,63,61,9,25,10,24,14,21,29,23,60,40,9,37,31,62,59,53,61,63,25,19,22,22,22,19,24,23,25,23,20,24,20,20,23,20,0,1,0,0,1,0,0,1
14357,24,175,69,62,68,6,1759,383,625000,1000,1200000,1,54,57,66,67,59,59,51,55,63,84,88,83,60,57,48,59,62,7,11,8,8,8,61,64,62,62,62,64,64,67,63,67,66,61,66,64,58,64,0,1,1,0,0,1,0,0
14358,22,190,71,62,71,9,1605,347,900000,3000,1300000,1,61,58,65,58,59,61,55,57,65,65,66,73,62,63,58,57,56,7,8,14,10,14,64,63,62,62,62,63,64,63,59,63,53,52,53,52,50,52,1,0,0,0,1,0,0,1
14359,24,184,72,62,67,5,1510,341,600000,2000,915000,1,62,54,64,55,58,55,55,48,63,76,79,64,52,71,52,58,49,8,8,6,6,14,62,62,62,62,62,62,62,64,56,64,51,46,51,48,40,48,1,0,1,0,0,0,0,1
14360,25,176,74,62,67,5,1565,328,550000,2000,949000,1,35,52,57,58,60,52,57,51,51,64,68,64,59,49,32,47,54,10,12,14,10,13,51,53,51,51,51,53,53,56,54,56,61,58,61,62,61,62,0,1,0,0,1,0,0,1
14361,34,166,67,62,62,0,1596,321,190000,500,409000,1,56,62,64,44,55,63,66,59,61,60,61,57,68,56,54,68,58,13,15,10,7,12,59,61,61,61,61,61,62,62,61,62,52,50,52,49,43,49,0,1,0,0,1,0,1,0
14362,20,175,72,62,70,8,1669,357,875000,500,2100000,1,57,59,62,60,38,65,48,65,65,63,67,55,60,60,57,67,55,13,7,9,7,8,60,59,61,61,61,59,64,62,64,62,58,62,58,58,58,58,0,1,0,0,1,0,0,1
14363,32,188,84,62,62,0,1433,314,275000,1000,481000,1,33,51,56,70,34,61,29,57,62,45,38,40,56,31,31,56,59,11,9,10,14,7,50,48,49,49,49,48,54,53,59,53,58,62,58,59,62,59,0,1,0,1,0,0,0,1
14364,25,184,77,62,67,5,1527,343,525000,1000,958000,1,30,50,62,68,55,55,34,50,64,73,69,66,53,45,28,45,58,6,11,10,6,7,49,52,49,49,49,52,53,57,55,57,64,62,64,64,64,64,0,1,0,1,0,1,0,0
14365,21,179,71,62,68,6,1569,340,650000,850,943000,1,55,59,63,53,54,64,56,56,64,71,70,72,52,54,51,59,57,9,14,8,11,10,58,61,60,60,60,61,63,63,60,63,56,53,56,54,47,54,0,1,1,0,0,0,0,1
14366,26,173,69,62,65,3,1564,342,475000,1000,724000,1,45,50,61,58,50,60,44,42,60,71,70,68,60,66,55,45,49,11,8,7,7,8,54,56,55,55,55,56,57,59,57,59,63,60,63,62,59,62,0,1,0,0,1,0,0,1
14367,28,169,70,62,62,0,1634,344,400000,2000,540000,1,56,61,68,53,63,61,64,60,65,75,70,76,56,60,55,60,62,7,9,8,5,13,61,62,62,62,62,62,62,62,60,62,53,51,53,50,46,50,0,1,0,0,1,0,0,1
14368,24,194,83,62,68,6,1460,331,625000,1000,1000000,1,61,51,59,69,45,61,30,40,62,54,72,52,50,66,55,60,42,13,7,14,8,13,64,59,61,61,61,59,61,60,55,60,46,45,46,44,43,44,1,0,0,0,1,0,0,1
14369,28,184,81,62,62,0,1815,384,400000,3000,700000,1,58,57,63,70,63,55,65,53,60,81,80,79,53,62,59,56,57,14,16,13,15,16,62,62,60,60,60,62,62,62,59,62,62,60,62,62,61,62,1,0,0,0,1,1,0,0
14370,20,175,71,62,74,12,1515,330,925000,1000,1500000,1,38,48,57,61,60,53,40,42,55,63,69,73,49,42,38,37,42,12,7,13,9,6,50,52,49,49,49,52,51,55,52,55,61,58,61,62,61,62,1,0,0,0,1,0,0,1
14371,31,195,89,62,62,0,1069,342,210000,3000,368000,1,60,58,61,63,10,25,14,29,21,38,35,46,56,44,16,44,50,64,60,58,63,61,27,23,25,25,25,23,28,26,29,26,25,28,25,25,28,25,0,1,0,0,1,0,0,1
14372,32,175,68,62,62,0,1730,367,275000,2000,481000,1,55,56,63,67,60,57,53,54,59,67,68,78,57,60,51,56,55,8,9,6,11,10,61,60,59,59,59,60,61,62,60,62,62,61,62,62,62,62,1,0,0,0,1,0,0,1
14373,22,180,70,62,72,10,1545,337,850000,4000,1800000,1,33,49,61,64,57,52,47,44,60,73,71,72,54,51,25,43,48,14,14,13,10,6,52,54,51,51,51,54,53,57,53,57,62,58,62,62,60,62,0,1,1,0,0,0,0,1
14374,33,189,82,62,62,0,1594,342,250000,600,338000,1,61,51,60,76,37,56,44,51,59,60,51,58,60,61,52,56,59,6,7,12,12,6,62,57,60,60,60,57,60,59,58,59,50,53,50,49,53,49,0,1,0,0,1,0,0,1
14375,17,186,75,62,81,19,1041,357,875000,500,2300000,1,59,62,65,60,14,32,14,30,20,52,44,47,52,47,9,40,35,63,59,62,60,65,27,25,25,25,25,25,29,28,28,28,24,26,24,24,23,24,0,1,0,0,1,0,0,1
14376,20,170,65,62,76,14,1493,319,950000,2000,1900000,1,58,51,66,46,52,53,47,36,63,73,76,72,56,69,53,60,48,14,12,7,14,13,61,62,62,62,62,62,62,62,54,62,47,41,47,44,35,44,0,1,1,0,0,0,0,1
14377,27,177,71,62,63,1,1531,336,425000,1000,776000,1,29,51,58,68,59,57,39,52,60,72,72,65,47,32,28,41,43,11,8,7,13,7,48,52,49,49,49,52,52,57,54,57,62,60,62,62,61,62,0,1,0,0,1,0,0,1
14378,20,178,67,62,72,10,1430,327,825000,1000,1200000,1,22,49,61,59,50,59,40,52,59,83,82,80,50,23,16,39,47,8,8,7,11,13,47,54,50,50,50,54,54,59,54,59,62,57,62,61,55,61,0,1,1,0,0,1,0,0
14379,23,189,81,62,68,6,1653,368,625000,1000,1000000,1,52,55,64,72,42,64,35,55,64,68,68,68,63,62,44,64,55,7,9,14,10,10,62,60,61,61,61,60,64,63,64,63,62,63,62,61,62,61,0,1,0,0,1,0,0,1
14380,26,174,63,62,63,1,1531,332,475000,4000,819000,1,56,53,65,54,55,53,53,48,60,80,80,82,60,62,52,57,56,7,13,14,7,10,60,62,60,60,60,62,62,63,55,63,48,43,48,45,37,45,1,0,0,0,1,0,0,1
14381,28,181,75,62,62,0,1693,367,400000,1000,500000,1,54,59,63,65,58,65,48,63,67,68,66,68,62,65,55,54,58,6,15,8,10,15,62,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,0,1,0,0,1,0,0,1
14382,28,175,78,62,62,0,1773,367,350000,2000,613000,1,55,61,62,69,62,62,65,57,63,56,62,69,60,62,58,63,64,14,14,10,7,6,60,59,59,59,59,59,62,62,62,62,62,62,62,62,62,62,1,0,1,0,0,0,0,1
14383,22,160,60,62,70,8,1566,334,900000,1000,1600000,1,49,63,65,38,57,66,58,65,64,74,75,78,57,50,52,67,42,9,8,7,14,6,54,62,59,59,59,62,64,64,62,64,58,56,58,55,47,55,0,1,0,0,1,0,0,1
14384,23,185,79,62,68,6,1376,311,575000,1000,978000,1,25,37,45,71,25,51,29,40,49,68,73,41,55,33,18,26,50,10,14,7,8,13,44,41,41,41,41,41,43,46,46,46,58,58,58,60,64,60,1,0,0,0,1,0,0,1
14385,21,181,72,62,70,8,1611,350,850000,4000,1800000,1,48,53,61,61,60,57,35,51,63,71,69,65,55,58,44,49,55,10,7,7,5,12,58,58,57,57,57,58,58,61,58,61,62,59,62,62,59,62,1,0,0,0,1,0,0,1
14386,22,188,79,62,72,10,1532,337,825000,2000,1200000,1,32,49,57,71,37,60,31,59,62,68,67,65,59,42,31,44,58,14,9,8,8,8,51,51,50,50,50,51,54,56,58,56,61,63,61,62,64,62,0,1,0,0,1,0,0,1
14387,27,183,73,62,62,0,1590,329,375000,500,806000,1,40,56,54,57,64,62,55,38,59,63,63,60,55,36,58,48,44,14,11,12,9,7,51,54,52,52,52,54,55,57,56,57,62,59,62,62,61,62,1,0,0,0,1,0,0,1
14388,19,185,72,62,77,15,994,333,825000,550,1800000,1,60,61,64,61,12,36,13,32,19,22,25,50,54,46,9,54,28,63,60,61,61,64,23,21,23,23,23,21,29,25,30,25,21,26,21,21,23,21,0,1,0,0,1,0,0,1
14389,21,175,70,62,71,9,1511,322,900000,1000,1800000,1,56,55,63,51,58,55,54,44,60,83,72,73,56,56,52,59,56,14,6,9,7,9,60,61,60,60,60,61,61,63,54,63,47,41,47,44,35,44,1,0,0,0,1,0,0,1
